delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,Meditation,Attention
54649,8004,2324,1262,7296,24244,1678,839,14,100
250492,214307,9340,106777,22042,147440,11476,3303,26,97
836022,183579,9913,74455,17832,135594,3882,4662,37,84
677172,24034,27234,38870,13385,28164,50918,4926,48,84
1277845,52003,12428,81021,14605,38108,37326,6889,70,69
101304,48099,4522,19470,2431,18630,8376,1799,70,67
1068007,74474,7189,15926,10633,53537,8053,4714,66,67
1697681,322695,89033,323368,45716,63462,47270,23991,66,60
2657182,390973,71535,123848,280999,83743,79382,17905,53,56
285965,107742,27635,64993,16312,23048,40620,3858,60,50
1407628,298087,425485,126827,43734,65563,49026,17476,81,38
562120,56817,9739,16516,16495,11719,4843,1202,81,38
656272,303471,43554,44709,22874,20698,35586,3962,67,35
375030,589512,73660,196726,54664,43314,48440,15338,74,26
1120863,114449,12347,22089,23122,10898,12637,4304,63,23
206032,16199,4790,5190,6846,3814,1404,1207,50,26
97083,3723,2062,1642,4146,2465,900,93,50,26
983092,64647,35226,83685,10829,120638,6040,3013,57,43
168432,2555,698,2381,2851,2579,716,166,57,43
659462,95517,29855,17549,88065,30858,47253,2447,51,53
1239915,292213,234208,58218,328101,77134,68233,15313,57,57
3399188,524740,198330,226314,126349,216139,151436,10207,60,61
429616,20969,6111,3014,5060,4553,3669,898,60,61
100574,28420,3396,15592,1159,22249,1608,1076,54,60
1772165,49690,15824,5898,33622,64432,14318,3970,51,67
2541617,197149,33740,252965,56458,156735,72716,8986,56,75
1738114,69401,22803,21177,40768,91942,14148,2997,48,83
531826,5206,2718,9036,6001,7232,6522,1377,48,83
452158,103252,10372,16234,37061,19212,16219,7330,40,77
955156,136949,10262,4945,28579,21948,9408,1524,35,63
870294,22996,21155,13100,6411,4821,7133,1371,35,63
1622128,99481,47371,38121,20722,14554,17118,3111,34,53
27277,13944,3891,6613,3759,3992,1824,474,41,43
210577,472092,10687,104015,91809,56865,23527,23301,43,40
319484,10546,5181,3389,6075,2226,1056,468,60,38
334182,83474,7859,1921,7014,10575,7911,2001,41,41
38572,27361,132786,5683,12580,21178,3945,1570,57,38
184552,285708,111114,95109,172950,64960,30123,12042,64,40
693610,534616,146118,62211,146303,48526,28732,9169,60,37
1756351,154449,76872,41137,85511,23933,70336,9545,75,34
657973,494229,231213,111161,25422,47155,38507,6721,60,27
572399,21258,10415,34326,17440,14248,4632,1920,67,30
578816,268756,214746,62488,102484,64590,42222,10145,77,35
546305,817396,85815,62456,22873,58982,24550,15775,67,34
1572202,667188,77792,118683,27310,36372,29529,6284,60,30
1678334,29808,43082,51685,67834,123676,24471,9268,53,43
718162,153639,14762,13013,3770,12603,12551,2404,38,40
1016115,16785,52096,17073,27557,9740,9958,2078,57,43
790312,141595,107882,47789,20265,48595,25813,5206,69,51
272061,59606,4985,9936,10073,15751,5917,3071,61,41
938165,130230,15648,20286,23453,7745,11042,2156,64,40
450036,40637,12393,11591,9731,14857,7648,2294,51,43
865252,93916,26803,15355,9110,12225,7577,2700,44,40
1516146,187435,181536,51194,50754,50886,21048,8940,60,37
1595975,207638,156719,131270,59148,25411,8053,9149,75,37
1770047,1148364,178443,168211,185863,288207,133989,14778,69,35
1100141,51452,18249,22427,10000,10000,3400,3343,74,37
64333,9681,13203,2379,5010,1031,783,453,75,29
1273168,76856,373274,26484,53807,31960,22646,11818,84,30
1070036,893854,113120,83780,79272,50827,28117,11916,83,21
135343,50748,12750,16923,22400,10438,3540,2116,80,23
2152296,283812,50423,23355,133121,82686,26813,5224,60,35
90864,207004,31146,35871,7062,7688,4736,2249,40,29
131107,71226,24470,5354,12495,10621,7018,2293,44,35
389340,72476,44474,30094,16399,18721,3000,1423,51,35
77774,14195,2191,2566,7696,2258,1456,814,54,29
772067,19865,20586,11965,12034,5679,2671,3812,64,40
1236718,288841,64763,88784,50785,64898,14683,6117,66,41
1594127,263524,5270,68878,130138,57228,17265,12658,53,43
248457,34298,8955,16747,17173,9735,10785,1466,60,47
749910,212696,57330,36004,77259,42825,18089,6916,48,47
64825,133194,21823,16341,7317,17487,11459,2294,43,44
929829,208379,24602,9307,19838,12107,14238,1199,41,37
249496,12807,17999,6658,6841,2041,4242,843,53,27
994565,165984,60704,98044,132468,45083,50562,5406,57,27
166064,121637,23223,29441,13274,12380,7225,1955,61,26
1347494,337990,76335,34331,56259,69487,24395,4371,66,35
370563,116451,10243,20211,19663,18331,15912,2543,48,41
495263,53082,28362,17627,17285,10515,13359,1710,50,38
1734222,268914,120000,76112,85002,66400,44172,16227,53,43
1086133,90044,18697,8390,10461,11348,11499,2162,53,40
468196,301996,17414,134876,39936,61726,68404,9454,60,41
1297048,141036,95413,202758,112359,85366,45019,16975,64,47
2128755,140564,113971,33925,64212,83278,24183,11317,66,51
508346,32038,43644,26008,19168,11675,5147,3036,81,53
2192177,356661,297058,102121,66161,40266,41715,7575,90,47
1075766,588147,17610,145811,66377,47461,21409,5588,75,38
844607,199277,53292,77059,83180,63669,29909,5938,70,35
2988167,219676,108597,36995,41379,77125,29183,10935,63,40
93414,76043,1256,4495,6169,6663,2115,912,37,43
1033665,188702,109191,140876,35371,54362,22204,16890,51,48
1816215,623624,33513,82583,71461,39018,38295,4963,43,38
433100,63539,7279,8919,25364,6055,8811,1846,34,29
91183,24437,11475,3702,3454,1404,1131,694,53,23
956765,162579,119894,100148,36786,32857,10940,7628,53,21
1335893,59648,42408,37821,15330,12942,6104,848,70,24
211961,87134,63146,25261,21363,9510,3556,1791,84,23
460941,67550,29622,16140,14353,11731,7714,967,84,30
415247,10140,3398,4384,6960,1861,2335,326,77,30
259599,176218,77364,19653,12390,10373,5659,1351,69,26
245574,231189,23623,47769,9613,9502,9548,1037,60,21
135214,320852,203117,76420,116361,41507,27273,8595,61,17
1165641,197729,30966,77583,27368,59387,24231,11514,61,23
1197852,452012,210252,83916,69500,38819,43563,7570,61,24
459206,65380,20400,16816,12513,20150,8793,2641,66,38
641328,399445,165688,65615,26960,29725,48486,9546,66,37
1256146,302525,32048,91435,55819,86076,18119,6574,63,38
777094,49956,20414,2505,19520,7191,3410,1119,57,43
1416658,103447,110458,267239,35612,26957,29531,7130,75,35
858434,38410,37795,9461,22948,12045,6359,2610,77,43
1326217,1722472,210742,228869,168934,172641,79140,41394,74,37
114797,17327,9822,5681,6209,2217,1444,600,80,30
376728,86628,48449,33491,5438,16078,2723,1259,69,35
41254,39645,2754,7229,3277,4661,1437,825,57,34
1280464,84092,148614,106818,98992,26659,42338,3959,77,34
465774,104381,108699,86519,65314,49481,21136,9079,80,40
468590,33140,14728,12962,23350,6490,6306,2755,74,41
734097,485498,261748,25838,123332,56507,13484,8441,81,40
322685,45080,21017,61312,8915,17315,5560,1864,80,43
47888,42608,15104,32645,30977,10234,8565,1089,75,41
1724047,168673,169092,22200,35235,31902,13813,6331,81,41
1364971,290494,142999,51691,59549,52782,17571,5037,81,43
528595,34465,28598,31380,20941,8014,2875,2689,80,41
79823,35389,2877,5372,3655,3446,1306,303,69,38
575100,19529,11301,22946,38549,16631,5781,1769,64,48
558899,63375,3073,6137,16894,8229,3291,3045,50,48
1593102,318764,111588,92574,186361,53238,24659,2796,41,50
156627,114957,40633,13575,5912,11082,4252,2030,47,48
214098,17930,6163,4471,4889,1861,1426,855,47,35
1199264,345510,234523,53887,93173,29339,55049,4951,63,27
1772720,272108,352551,92424,85489,22847,24666,8781,75,20
727714,74977,18174,5110,8814,15076,4501,2618,69,27
400183,459626,143575,36404,19279,46401,15932,6639,66,27
412949,458732,43571,59608,108883,32726,18303,8474,53,29
760804,171628,4972,38410,25002,6717,7518,1225,37,29
905957,30036,8380,9114,24122,5801,2845,2026,40,27
459131,148495,37004,58666,20208,15330,3753,1447,44,26
504542,94322,17566,34795,13464,10676,8861,1593,53,27
2142226,2432430,144568,155225,313678,285476,138871,132113,47,38
563623,186506,27594,71389,25488,32062,9371,4443,50,37
870650,61070,35404,13419,15242,13678,3928,1931,51,43
541051,30611,33987,34087,11203,8672,7814,1071,63,43
737437,202053,167179,235535,99118,51814,27274,5285,88,41
1048399,28468,15880,15188,13593,12483,10106,1036,91,47
656283,302665,354185,51434,66188,46679,26262,11718,96,41
316823,127903,58045,38088,13372,8394,5839,5640,88,35
256645,70657,53623,9994,8076,21036,2413,1572,81,40
907428,155671,111901,65249,28901,48251,25909,9467,83,37
602396,30746,25850,12201,3770,9871,8280,2545,83,41
336651,709844,53105,27990,67594,58925,40508,5108,64,47
1988757,565073,152532,135775,78813,49066,33148,9194,60,38
2258450,249716,193139,56740,46596,59369,22848,8086,61,38
1063467,135376,68067,39152,40310,59539,27232,9344,54,43
105163,5710,1379,3500,2457,1298,816,404,70,47
2936611,585228,803234,116055,115243,98565,91634,21698,81,48
1389714,1749774,117470,554153,707703,117950,97930,16757,70,41
1149341,436370,136115,101464,50764,118142,13425,5843,69,40
150492,22102,13195,3174,15063,691,486,846,67,23
1041820,193585,6229,5920,19811,11510,6541,1624,37,23
1101746,76787,52826,10889,19213,10384,5780,2257,44,26
859543,358269,144406,159149,75818,62197,64102,9484,50,21
2453394,290751,265877,89428,138547,59525,30216,9828,54,37
1777981,154108,40191,27672,23556,22956,6095,4967,74,41
1531007,217878,25882,66838,27106,60510,19406,5708,66,50
1551376,232052,153839,86023,44541,25779,56168,8744,67,44
555710,74672,18971,29252,6988,5442,19837,1845,66,37
1116271,170250,83054,123783,103726,46294,47539,13747,70,38
1051837,349624,76512,79074,95204,52785,34057,6796,70,34
724651,50821,33935,17706,30997,12223,6159,616,67,40
1041782,278398,330393,64750,23749,47623,25686,11025,77,43
602739,64241,15943,14027,11726,7038,4289,845,77,43
1787476,77608,68283,225365,44549,42674,79732,13186,87,43
201982,40147,74537,27079,15009,9869,11122,3887,100,40
403973,407797,31945,12491,143633,88433,37089,8995,81,44
103345,105119,21895,14197,34145,16012,6963,1655,64,48
225984,76550,80230,10638,8540,17808,5919,1615,57,48
1187321,214804,14083,81156,64813,54860,40061,10907,41,56
59015,11091,8414,2778,5805,2420,5287,492,61,51
449499,103116,30743,67482,10578,8569,10153,2341,75,43
955599,386996,127019,77049,86054,45084,20962,4086,64,41
944712,503177,272649,66218,48118,35254,39357,4112,74,29
1687483,355483,65656,116268,34182,51889,51264,7979,70,26
654817,33628,21185,5322,37474,14125,12876,2249,61,40
973258,47185,8794,35601,29459,7855,4883,2895,64,41
1597113,462151,85805,124395,105048,32248,41287,13447,57,41
1925098,213985,307313,224845,63008,55034,43278,8420,70,41
1719805,48185,2826,18135,19303,6907,4420,2139,70,34
1209361,162129,129905,141705,73857,41794,26522,15736,78,35
311015,149648,10474,3368,16463,9196,5284,2661,63,37
327975,661428,49931,83501,18207,37084,17840,9342,43,34
324204,647149,49989,169750,71797,50397,21070,14791,44,27
1227570,123476,19913,13434,4166,13626,10674,1817,29,27
1006175,351256,55814,48015,29310,47172,23847,21695,40,34
387946,25594,10114,5421,2678,2220,1502,545,50,34
1751632,351058,58507,234379,113422,47209,16943,21184,56,35
1841534,1662399,83366,62961,161943,29757,32499,7002,43,21
749004,151242,122624,176363,29157,58882,18830,8836,61,23
645516,82750,27351,44681,30798,7246,4710,1568,61,23
432884,26349,2491,79188,15302,6928,4490,1518,74,21
332112,44416,9231,2263,7603,4966,3754,448,74,21
168543,50839,35256,45076,14900,8588,3810,2576,100,30
1939703,302718,113485,58281,22058,25222,14403,10656,90,23
56792,265540,56259,45539,34333,14080,15246,8855,84,21
98085,31062,55052,7900,10876,7917,4807,1720,81,24
139356,53523,27211,12302,16672,11528,3193,3458,75,29
1715411,194331,116357,71543,25427,12899,27065,28130,78,26
545507,36100,16831,16574,11326,6865,5246,4592,84,35
942283,84788,5878,11834,53558,41010,22035,11878,60,48
221210,10883,4250,1761,3754,2386,1047,366,56,50
2142339,155051,8945,26286,20539,26399,10485,1768,41,61
90690,34564,47050,20866,34926,28437,10250,1628,43,69
1082360,293559,107723,58390,62025,27579,41082,11831,57,53
898551,126488,4821,21175,8233,10037,12408,1058,51,47
326749,77182,4451,4849,1157,2574,1153,734,48,34
886740,100182,15118,24137,9627,8010,8174,1600,40,20
699915,79747,48963,13575,16443,11474,19590,2814,43,23
1588239,180902,15472,11837,36701,11105,3026,2047,43,23
1143523,9975,1595,8090,12390,4031,3527,360,43,23
274089,14903,9950,10380,3999,2713,1613,867,43,23
800626,203502,8448,9144,36822,17685,17094,1668,34,24
744768,262294,19714,14982,14349,16118,3962,4236,34,29
1271913,35102,7893,7619,5361,2991,2231,1504,34,29
136868,24795,34253,3286,6099,2153,826,1547,44,24
242490,53304,3083,14380,15453,10863,7731,6211,35,29
691613,160852,19705,83578,27853,39922,15198,7727,54,35
923830,6715,5574,4913,7086,4744,3912,1350,54,35
1138058,52640,7231,8980,15115,13073,3024,1725,54,35
1528291,47787,13117,14299,10209,8632,13944,1470,66,41
392122,78948,133227,10204,13876,14578,4489,3480,67,48
547847,126781,14379,8992,7557,7110,9151,1991,64,38
846261,169847,26209,25321,15632,16358,2827,3318,57,34
894358,129615,38760,24879,9444,5670,8312,4484,60,21
1136907,118309,32094,33246,27886,5798,6475,2409,48,14
1700538,348776,132626,235323,66467,42732,38624,12752,64,17
1853470,264451,124870,138302,44334,43961,41129,18470,78,17
517702,211683,208215,140019,65344,50334,22814,12069,87,26
296111,64529,6085,33100,6906,11990,17024,2479,87,38
1071669,845271,99072,211259,62306,49785,12206,13477,78,35
1022640,76890,18120,13637,7907,7150,5827,2197,67,34
1107567,139475,16566,24401,12399,8967,12995,1496,54,27
1944517,160686,17280,129313,29002,40115,56968,10154,56,27
554611,112483,19862,10308,32321,17210,6762,1189,51,37
3272657,186152,35154,15397,75929,45197,66783,11178,43,47
659214,543930,19011,230846,44570,35106,50073,9339,48,47
546492,187746,125126,165188,115206,32724,47597,8645,51,41
1527574,276538,19654,113218,35178,45985,25777,6269,60,41
95868,6151,15227,7846,5025,1600,2397,549,84,30
32885,23307,6182,4449,3028,1884,2210,647,83,34
961736,342760,65069,104995,207197,51410,36488,9580,70,37
1659758,58739,31913,146948,33042,30888,30997,13626,83,38
1118924,277185,128112,55513,206235,34204,33425,7618,67,41
2213802,510786,40346,131329,35724,64516,49441,17788,63,47
1483313,457541,87938,157414,64974,16710,25205,5221,67,35
2133954,374654,121073,125813,79665,26741,21007,10890,57,24
1309720,36439,99415,8678,20771,17632,6288,2019,74,29
1917541,43619,192268,93186,49010,15881,10607,10431,94,23
284752,60383,21960,43031,13559,15103,8820,3636,100,37
324786,189277,16294,16199,26872,14901,4689,1849,87,40
258160,27749,32352,6959,7855,6843,3704,2510,83,38
2057831,194142,16587,64218,86878,32227,21595,4861,60,44
156948,42306,21764,12227,18652,2587,1579,1238,56,35
282542,82955,25537,6240,6384,15904,7111,1152,64,40
57030,15146,4173,1069,4007,747,566,261,53,30
21940,7859,6309,7740,2123,2960,343,409,67,34
941964,194659,65625,62271,36774,20731,12914,7411,66,40
216508,54018,9525,12536,7248,5750,1917,1276,66,35
336235,92357,8137,25336,9007,4570,1771,1061,67,34
155128,57529,8918,20963,5130,11876,2204,627,57,34
1204992,173978,15684,64430,40273,14795,12908,4090,54,30
240397,34311,49143,7712,7169,13611,3331,1261,66,38
136328,43452,7701,12010,14857,10402,3509,1315,64,53
372524,265390,18252,98608,33818,19968,10482,3586,64,44
1145950,278857,77394,61268,74982,34784,21618,2549,64,48
774015,110481,28980,11863,7398,8532,2451,968,53,41
439328,184025,40798,25803,46702,42115,13213,3301,51,41
818956,207213,74376,27207,20620,62664,13609,3140,51,54
897394,240658,88843,127075,26790,28133,11098,2165,56,51
1912472,1522866,363571,448993,190286,108943,51801,8666,61,50
225481,47332,20449,10443,7313,6763,2605,848,69,44
662611,34778,15726,6467,31644,8575,2257,1476,66,43
169155,124423,12564,32109,2236,7554,4267,476,57,40
458007,373548,20657,196835,65662,41834,5828,3351,57,43
199686,4165,28943,6905,11368,5635,3503,2570,69,48
191870,107959,177813,34058,17472,27870,4630,4077,84,41
78331,8033,5100,2912,3534,1516,682,377,91,48
650430,95823,56222,79170,28010,16167,12911,5275,97,48
571246,42091,4188,12243,10529,3469,3434,1066,81,40
303109,264693,69300,22369,91614,10345,6348,3003,64,29
2273936,430304,79138,62453,35118,18540,21161,7144,56,20
178013,58919,26150,9226,8196,5083,2046,934,50,17
100344,88285,25131,5470,4136,7968,3774,1096,48,20
96121,174334,28059,10409,9400,2642,1931,935,47,11
151351,99692,15234,6285,8655,4072,3459,930,41,11
188214,88594,26966,30259,5863,7277,1227,3435,43,11
689792,171641,101349,36313,48011,22007,7112,2659,50,11
397840,57066,14020,6725,7553,16473,3145,965,53,38
20503,143269,12983,10193,11924,12626,2223,1312,50,47
46045,32358,23364,16310,20404,6964,3000,1856,51,51
1099779,379314,48228,85208,24026,8776,7172,6109,47,38
290991,70063,10785,7807,14124,3847,3369,662,44,23
2094322,226666,49479,50929,40191,30882,4381,4038,53,26
2089703,92354,120483,77770,42456,25595,6732,6233,60,26
255990,16152,23812,9877,6161,4738,1403,695,74,43
1208967,291360,157086,22966,46802,24947,10023,8942,80,43
317639,85977,55754,9798,12911,6445,4686,2819,88,35
222108,27303,17780,12984,5675,7618,7228,949,83,38
42980,35972,11611,12782,4045,2075,1331,417,75,27
3043917,421668,297334,174689,314586,125442,19012,15951,77,38
375572,35178,8756,5660,11604,2207,1828,621,67,40
548907,674000,58339,30332,34679,38068,13477,6120,48,30
1679455,371852,94621,61391,35573,13175,16676,4685,44,26
53381,7167,4465,231,1687,931,272,241,44,20
926022,341392,55911,29971,12203,24959,9161,6977,41,23
1710222,753826,231378,184304,80678,86088,54042,20644,53,26
144315,84341,2661,9212,7001,9648,2006,1247,41,41
199308,50458,11713,5668,6685,3502,1292,832,37,37
260933,89009,4305,12422,4724,4660,3797,463,34,35
189889,56986,12583,22506,19014,11201,2573,2165,34,38
850403,499911,142413,96024,56357,27923,16280,3138,47,27
980784,217103,85400,150116,34273,41797,28126,3240,56,35
168929,109560,47538,42745,17936,25894,5442,4159,69,44
360712,79824,85101,51052,10548,11838,7151,6383,81,37
905540,314931,81560,51928,163409,22597,50034,43557,77,40
383798,115463,27781,14722,9871,7388,4964,3325,66,34
710849,388965,24545,75686,32290,13994,26845,21286,56,20
1899459,251167,58556,11423,118764,99175,14804,31747,56,20
1285649,74332,11654,7045,6604,6198,792,355,56,20
1289694,25564,13749,42524,8060,10598,9936,2811,56,27
2045152,855156,115388,247975,24510,42686,20317,16948,60,24
1133743,14870,5733,13532,5831,4770,2841,405,60,24
234218,28890,4621,20395,20810,12087,4079,1859,63,38
684917,10452,2740,7418,3699,2742,3387,270,63,38
245874,6736,4913,8931,4336,3847,2103,638,77,56
1811718,281073,108326,89357,52017,35542,41513,3739,67,51
127983,120894,51332,14139,7934,17065,6969,1323,69,61
864884,15742,15733,8478,17045,11509,3759,1550,74,64
648574,65804,7885,9243,12118,15063,7482,1284,56,63
938109,390630,53600,170635,64499,36617,14318,5728,54,61
1121842,32163,11845,14558,18456,14234,5000,2464,53,69
2233888,255299,18606,109297,83987,27071,13734,18872,48,56
324633,42676,4373,12489,8412,6195,3848,1380,54,51
962972,121595,24020,5639,23471,14125,4457,2339,47,54
435522,15882,5893,6686,3102,2163,2179,293,50,44
185109,13526,821,3500,4895,1993,1378,630,47,50
74863,11713,4447,5243,2231,3933,1101,396,51,54
699152,99159,337543,26092,38541,36574,19188,3515,75,53
855697,106918,145863,30686,18163,24165,13753,4245,81,53
865000,337964,61542,100916,51362,64499,14534,8015,87,54
1796405,286996,71456,204614,67497,47865,11974,3898,88,47
2061634,666945,146476,694844,286449,144850,66803,28392,77,48
1382634,155670,42936,70845,84581,85901,11182,12434,66,61
241472,27476,4367,5951,5192,1756,1047,1244,63,51
939503,42863,3550,23460,5974,3593,2512,2630,63,51
262363,38570,7507,9597,3547,3573,2247,797,63,51
